article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,image_path,price,popularity_score
0736109003,0736109,S Primrose mini pouch,84,Wallet,Accessories,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Small pouch bag in sturdy imitation leather with a zip at the top. Size 9.5x13 cm.,images/073/0736109003.jpg,0.01312132,0.40345048
0660761001,0660761,SPD COLUMBIA polo,257,Polo shirt,Garment Upper body,1010005,Colour blocking,42,Red,5,Bright,18,Red,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Polo shirt in piqué made from a cotton blend with an appliqué and print motif on the chest. Ribbed collar, button placket, short sleeves in a contrasting colour with striped ribbed trims, and short slits in the sides. Slightly longer at the back.",images/066/0660761001.jpg,0.01213793,0.37455756
0757884004,0757884,Didier basic 6p,80,Scarf,Accessories,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Double-layered triangular scarves in soft organic cotton jersey with an adjustable press-stud fastening at the back of the neck.,images/075/0757884004.jpg,0.02183898,0.21429375
0623522008,0623522,Nina Strap,253,Vest top,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,6,Lilac Purple,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Fitted jersey top with narrow shoulder straps.,images/062/0623522008.jpg,0.00705494,0.37455756
0572957024,0572957,SPORT Havana HW tights,273,Leggings/Tights,Garment Lower body,1010014,Placement print,32,Orange,2,Medium Dusty,18,Red,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a high waist and wide waistband to hold in and shape the waist. Sculpting seams at the back that showcase the body’s physique. Key pocket in the waistband.,images/057/0572957024.jpg,0.04178335,0.53171904
0838184006,0838184,Josh Webbing belt 3cm,67,Belt,Accessories,1010016,Solid,90,Other Green,5,Bright,19,Green,7389,Belts,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Fabric belt with an adjustable metal buckle. Width 3 cm.,images/083/0838184006.jpg,0.00801737,0.40895789
0715176001,0715176,SONJA purse,84,Wallet,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Small wallet in imitation suede with a zip at the top that continues down one side. One card slot. Lined. Size 8.5x10 cm.,images/071/0715176001.jpg,0.01096340,0.56162384
0731925001,0731925,Ring Pack Diddi,79,Ring,Accessories,1010011,Metallic,05,Gold,5,Bright,15,Metal,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Metal signet rings in various designs.,images/073/0731925001.jpg,0.01295134,0.50033127
0752811002,0752811,Pitcher RW,274,Shorts,Garment Lower body,1010016,Solid,01,Other,6,Undefined,14,undefined,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Short shorts in stretch cotton twill with a regular waist, zip fly and button, patch front pockets and fake welt back pockets.",images/075/0752811002.jpg,0.01915538,0.83577717
0690212001,0690212,Kylo coat(1),263,Coat,Garment Upper body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Coat in felted fabric with notch lapels, welt side pockets, a tie belt at the waist and a single back vent. No buttons. Unlined.",images/069/0690212001.jpg,0.06439608,0.57187544
0350911009,0350911,Bowtie Kalle,82,Tie,Accessories,1010016,Solid,42,Red,5,Bright,18,Red,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Pre-tied bow tie in a satin weave with an adjustable strap and fastening at the back. Width 11 cm.,images/035/0350911009.jpg,0.01391196,0.39765308
0696778002,0696778,DAISY scrunchie,73,Hair string,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Elasticated velour scrunchies.,images/069/0696778002.jpg,0.00816512,0.63626515
0647504002,0647504,Phone Case Silicone,78,Other accessories,Accessories,1010016,Solid,30,Other Orange,5,Bright,3,Orange,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Soft, transparent silicone smartphone case. Fits iPhone 6/7.",images/064/0647504002.jpg,0.00710169,0.19731788
0863295001,0863295,Soft toy rattle,78,Other accessories,Accessories,1010016,Solid,15,Greyish Beige,4,Dark,1,Mole,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Rattle in a soft knit in the shape of a teddy bear. Polyester padding. Width approx. 9 cm. Length approx. 13 cm.,images/086/0863295001.jpg,0.01418832,0.39765308
0568652009,0568652,Flirty Padded Keychain,78,Other accessories,Accessories,1010014,Placement print,10,White,3,Light,9,White,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal keyring with a carabiner hook and shimmering imitation leather pendant.,images/056/0568652009.jpg,0.00515254,0.57607691
0881425002,0881425,Anya midi skirt,275,Skirt,Garment Lower body,1010016,Solid,08,Dark Grey,4,Dark,-1,Unknown,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Knee-length skirt in soft cotton jersey with covered elastication at the waist and a slit at the back.,images/088/0881425002.jpg,0.01632535,0.53937561
0860616001,0860616,Drummergirl dress,265,Dress,Garment Full body,1010001,All over pattern,23,Dark Yellow,4,Dark,8,Yellow,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Dress with a top in soft, fine-knit cotton and a collar and skirt in a viscose weave. Long sleeves with a narrow ribbed trim at the cuffs.",images/086/0860616001.jpg,0.03049153,0.07633298
0906382001,0906382,Dog Lucy Knitted,521,Dog wear,Items,1010002,Application/3D,12,Light Beige,1,Dusty Light,11,Beige,3419,Other items,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Dog jumper in a soft knit with contrasting colour pompoms on the back, a ribbed collar and ribbing around the front legs and back. The polyester content of the jumper is recycled.",images/090/0906382001.jpg,0.02503683,0.51251834
0808690001,0808690,Tamsin sandalette,92,Heeled sandals,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Sandals with narrow straps and a round buckle over the foot, and long straps that tie around the ankles. Imitation leather linings and insoles. Heel 5 cm.",images/080/0808690001.jpg,0.02848703,0.48794461
0608069040,0608069,NOORA 3-p fancy hipster,286,Underwear bottom,Underwear,1010016,Solid,07,Grey,1,Dusty Light,12,Grey,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Hipster briefs in cotton jersey with a lined gusset.,images/060/0608069040.jpg,0.01586308,0.45970525
0685011002,0685011,Cropped denim jkt,260,Tailored Waistcoat,Garment Upper body,1010016,Solid,19,Greenish Khaki,1,Dusty Light,20,Khaki green,5960,Outdoor/Blazers DS,D,Divided,2,Divided,58,Divided Selected,1007,Outdoor,"Short jacket in washed denim with a collar, buttons down the front and flap chest pockets with a button. Long sleeves with a slit and button at the cuffs and a cut-off, frayed hem.",images/068/0685011002.jpg,0.03343897,0.51764137
0733553002,0733553,Cross playsuit (1),267,Jumpsuit/Playsuit,Garment Full body,1010025,Slub,92,Green,2,Medium Dusty,20,Khaki green,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Sleeveless romper suit in slub cotton jersey with press-studs down the front, raw-edge patch pockets and sewn-in turn-ups at the hems.",images/073/0733553002.jpg,0.02395857,0.32425695
0638495002,0638495,Aquarius waist belt,67,Belt,Accessories,1010016,Solid,83,Dark Turquoise,4,Dark,19,Green,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Adjustable waist belt in imitation suede and grained imitation leather with a metal buckle. Width approx. 4 cm.,images/063/0638495002.jpg,0.02552492,0.56427758
0826941001,0826941,Fred fold up s/s tee SB,255,T-shirt,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,19,Green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,T-shirt in soft organic cotton slub jersey with an open chest pocket and short sleeves with sewn-in turn-ups.,images/082/0826941001.jpg,0.01015254,0.17723968
0814306003,0814306,ALGOT 5-p body,256,Bodysuit,Garment Upper body,1010001,All over pattern,14,Dark Beige,4,Dark,11,Beige,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Long-sleeved bodysuits in soft organic cotton jersey with a wrapover front and press-studs down one side and at the crotch.,images/081/0814306003.jpg,0.04062508,0.35879855
0857690001,0857690,Doors Blouse,258,Blouse,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,Sleeveless blouse in an airy weave with a V-neck opening and ties at the neckline. Pleated stand-up collar and a pleated trim around the armholes. Lined.,images/085/0857690001.jpg,0.02615761,0.65387239
0545609001,0545609,LAFAYETTE  down overall,271,Outdoor overall,Garment Full body,1010016,Solid,08,Dark Grey,4,Dark,5,Black,6512,Baby Boy Outdoor,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1007,Outdoor,"Baby Exclusive. Down all-in-one suit with a detachable, jersey-lined hood and diagonal zip that continues down one leg. Ribbing around the neckline cuffs and hem and a contrasting colour lining. Filling 80% down, 20% feathers.",images/054/0545609001.jpg,0.03727119,0.07633298
0873604003,0873604,SILVER DRESS,254,Top,Garment Upper body,1010016,Solid,82,Turquoise,1,Dusty Light,7,Turquoise,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,"Short, V-neck dress in jersey with narrow, tie-top shoulder straps and gathered seams at the waist and hips for added width and soft draping. Unlined.",images/087/0873604003.jpg,0.02549085,0.66674638
0706388002,0706388,Danner,308,Hoodie,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5252,Jacket Casual,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket in woven fabric with a lined drawstring hood and a zip down the front. Flap side pockets with a button, one inner pocket with a hook and loop fastener, and elasticated ribbing at the cuffs and hem. Polyester filling. Lined.",images/070/0706388002.jpg,0.03772458,0.42858751
0797513001,0797513,Waneeta set,270,Garment Set,Garment Full body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,6525,Baby Girl Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1005,Jersey Fancy,"Hooded jacket and a pair of joggers in soft velour made from a cotton blend. Jacket with a lined hood, zip down the front with a chin guard, a divided, frill-trimmed kangaroo pocket and ribbing at the cuffs and hem. Jersey lining. Joggers with an elasticated waist and ribbed hems.",images/079/0797513001.jpg,0.03176271,0.12098490
0792527001,0792527,Hannah semifancy ballerina SG,86,Ballerinas,Shoes,1010009,Glittering/Metallic,51,Light Pink,3,Light,4,Pink,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Glittery ballet pumps with a decorative bow at the front, elastic strap over the foot and grosgrain trim around the top. Satin insoles.",images/079/0792527001.jpg,0.01992758,0.27365085
0793546001,0793546,MOON leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,Baby Exclusive. Leggings in organic cotton jersey with an elasticated drawstring waist and sewn-in turn-ups at the hems.,images/079/0793546001.jpg,0.02025350,0.34998383
0779351004,0779351,LOLA knitted set,270,Garment Set,Garment Full body,1010016,Solid,01,Other,6,Undefined,14,undefined,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Set with a jumper and pair of trousers in a soft organic cotton knit. Jumper with buttons down one side and long raglan sleeves. Trousers with covered elastication at the waist and ribbed hems.,images/077/0779351004.jpg,0.03568988,0.40058992
0879727002,0879727,LONGAN,259,Shirt,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5783,Shirt,F,Menswear,3,Menswear,55,Contemporary Street,1011,Shirts,"Oversized, straight-cut shirt in cotton canvas with a collar, buttons down the front and yoke at the back. Flap chest pockets with a button and long sleeves with buttoned cuffs.",images/087/0879727002.jpg,0.04700462,0.27365085
0519219005,0519219,SB Cape Own,277,Costumes,Garment Full body,1010014,Placement print,90,Other Green,5,Bright,19,Green,4216,Dress-up Boys,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1019,Accessories,Fancy dress cape in jersey with a concealed hook and loop fastening at the neck. Unlined.,images/051/0519219005.jpg,0.01873267,0.34529694
0916797002,0916797,Roxy fur jacket,262,Jacket,Garment Upper body,1010026,Other structure,17,Yellowish Brown,2,Medium Dusty,13,Brown,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Short teddy coat in soft faux fur with a high collar, a concealed press-stud fastening at the front and side pockets. Lined.",images/091/0916797002.jpg,0.11937100,0.25357266
0740427003,0740427,Cycling Shorts,274,Shorts,Garment Lower body,1010016,Solid,20,Other Yellow,5,Bright,8,Yellow,1642,Shorts DS,D,Divided,2,Divided,58,Divided Selected,1025,Shorts,Jersey cycling shorts with an elasticated waist.,images/074/0740427003.jpg,0.01614920,0.67327050
0487053021,0487053,Stellan 7-p shaftless SB,302,Socks,Socks & Tights,1010017,Stripe,40,Other Red,5,Bright,18,Red,4214,Kids Boy Socks,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1021,Socks and Tights,Fine-knit trainer socks in a cotton blend.,images/048/0487053021.jpg,0.00821533,0.52349010
0854590003,0854590,Stina sandal SG,91,Sandals,Shoes,1010016,Solid,20,Other Yellow,5,Bright,8,Yellow,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Sandals in patterned ethylene-vinyl acetate with a small loop at the back and straps with hook and loop fasteners. Lined in jersey made from recycled polyester. Moulded insoles with a textured pattern to give the feet a better grip, and patterned soles.",images/085/0854590003.jpg,0.01926271,0.12098490
0546482001,0546482,Sweetheart low fancy,87,Boots,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Ankle boots in imitation suede. Faux fur linings and insoles and rubber soles.,images/054/0546482001.jpg,0.00889831,0.07633298
0581153001,0581153,Maggi espadrille,144,Flat shoe,Shoes,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Espadrilles with a braided jute trim around the soles. Fabric linings and insoles and thermoplastic rubber (TPR) soles.,images/058/0581153001.jpg,0.01659322,0.30533190
0791499001,0791499,BEN FANCY polo TP,257,Polo shirt,Garment Upper body,1010001,All over pattern,21,Light Yellow,7,Medium,8,Yellow,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Polo shirt in cotton piqué with a ribbed collar, button placket, short sleeves with ribbed trims, and short slits in the sides. Slightly longer at the back.",images/079/0791499001.jpg,0.01624381,0.29062673
0733456004,0733456,BRAX 2p shorts,274,Shorts,Garment Lower body,1010016,Solid,91,Light Green,3,Light,19,Green,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Shorts in organic cotton jersey with an elasticated drawstring waist and side pockets.,images/073/0733456004.jpg,0.02112107,0.22899893
0581153009,0581153,Maggi espadrille,144,Flat shoe,Shoes,1010016,Solid,10,White,3,Light,9,White,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Espadrilles with a braided jute trim around the soles. Fabric linings and insoles and thermoplastic rubber (TPR) soles.,images/058/0581153009.jpg,0.02454392,0.72874286
0862638004,0862638,Greta hairband 3p,74,Hair/alice band,Accessories,1010001,All over pattern,63,Dark Purple,4,Dark,6,Lilac Purple,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Elasticated hairbands in various materials and designs with a decorative bow.,images/086/0862638004.jpg,0.01184746,0.22899893
0765907001,0765907,Alfie paletot,263,Coat,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,5231,Jacket,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Single-breasted coat in a wool blend with notch lapels, a chest pocket, flap front pockets and two inner pockets. Decorative buttons at the cuffs and a single back vent. Lined.",images/076/0765907001.jpg,0.17838905,0.53771956
0389479006,0389479,Iwa Nightslip (J),293,Night gown,Nightwear,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short, gently flared nightslip in soft cotton jersey with narrow shoulder straps.",images/038/0389479006.jpg,0.01476741,0.46138659
0816592007,0816592,Lexie tee TVP,255,T-shirt,Garment Upper body,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,Short-sleeved top in cotton jersey with contrasting colour trims around the neckline and sleeves.,images/081/0816592007.jpg,0.01602450,0.73461951
0657323005,0657323,Pekingese pointelle sweater,252,Sweater,Garment Upper body,1010016,Solid,01,Other,6,Undefined,14,undefined,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Jumper in a cable knit with ribbing around the neckline, cuffs and hem.",images/065/0657323005.jpg,0.04211111,0.52537262
0496629006,0496629,LILY Beanie,75,Hat/beanie,Accessories,1010007,Embroidery,50,Other Pink,5,Bright,4,Pink,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Hat in a soft, fine knit with a faux fur pompom at the top and embroidery on the turned-up hem.",images/049/0496629006.jpg,0.00508475,0.07633298
0584891001,0584891,Portobello,258,Blouse,Garment Upper body,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Wide blouse in a striped weave with an opening and button at the back of the neck and long, wide sleeves with a wide lace trim at the cuffs. Longer at the back.",images/058/0584891001.jpg,0.02765607,0.49554246
0814306002,0814306,ALGOT body 5pack,256,Bodysuit,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,9,White,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,Long-sleeved bodysuits in soft organic cotton jersey with a wrapover front and press-studs down one side and at the crotch.,images/081/0814306002.jpg,0.03933590,0.47978345
0567718003,0567718,Beat It Top,298,Bikini top,Swimwear,1010016,Solid,81,Light Turquoise,3,Light,7,Turquoise,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini top with a knot at the front and no fastening.,images/056/0567718003.jpg,0.01472881,0.28246557
0617209001,0617209,Lund rain trouser,276,Outdoor trousers,Garment Lower body,1010016,Solid,22,Yellow,5,Bright,8,Yellow,6512,Baby Boy Outdoor,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1007,Outdoor,"Rain trousers in wind- and waterproof functional fabric with closed seams and adjustable elastic braces with plastic fasteners. Press-studs at the sides, elastication at the back of the waist and hems, a reinforced elastic strap under the feet and reflective details. Unlined. The trousers have a water-repellent coating without fluorocarbons.",images/061/0617209001.jpg,0.02581003,0.35447936
0734179002,0734179,OL BELWAL PQ wedge,95,Wedge,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform sandals in suede with a braided jute trim, an adjustable ankle strap with a metal buckle, and wedge heels. Rubber soles. Platform front 3.5 cm, heel 9.5 cm.",images/073/0734179002.jpg,0.05889993,0.69567906
0615286001,0615286,HARRY Sneakerboot Pile SB,87,Boots,Shoes,1010016,Solid,23,Dark Yellow,4,Dark,11,Beige,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Warm-lined hi-tops in imitation leather with moccasin seams at the front, a lightly padded edge, lacing at the front, a zip in one side and a loop at the back. Pile linings and insoles and rubber soles.",images/061/0615286001.jpg,0.03439619,0.31200820
0631363003,0631363,MILLE frill tights.,272,Trousers,Garment Lower body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Leggings in soft cotton jersey with an elasticated waist, frill-trimmed side pockets and a frill at the hems.",images/063/0631363003.jpg,0.02201695,0.07633298
0672092001,0672092,Cardamom top with bow,306,Bra,Underwear,1010016,Solid,01,Other,6,Undefined,14,undefined,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra top in lace with underwired, moulded, padded cups for a larger bust and fuller cleavage. Lace front and back, narrow adjustable shoulder straps, a hook-and-eye fastening at the back and ties at the front.",images/067/0672092001.jpg,0.02683603,0.53603823
0893562002,0893562,Antonia Loafer,144,Flat shoe,Shoes,1010016,Solid,10,White,3,Light,9,White,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Loafers in imitation leather. Linings in satin made from recycled polyester and insoles in imitation leather. Heel 2 cm.,images/089/0893562002.jpg,0.04985706,0.37816855
0505507011,0505507,SLIM BASIC 5PKT 79,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,7956,Kids Boy Denim,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1016,Trousers Denim,5-pocket slim-fit jeans in washed stretch denim with an adjustable elasticated waist and zip fly.,images/050/0505507011.jpg,0.02379755,0.54806382
0645968001,0645968,SPY waterbottle,156,Waterbottle,Accessories,1010001,All over pattern,32,Orange,1,Dusty Light,3,Orange,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,"Water bottle in glass with a silicone grip, metal screw top and fabric strap. Capacity 400 ml.",images/064/0645968001.jpg,0.02293220,0.32990563
0396690001,0396690,Bracelet Lincoln CO,68,Bracelet,Accessories,1010013,Other pattern,73,Dark Blue,4,Dark,2,Blue,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Multi-strand bracelet with imitation leather straps and a metal clasp with a magnetic fastener.,images/039/0396690001.jpg,0.00964972,0.34040168
0789734002,0789734,Petra PQ boot,87,Boots,Shoes,1010016,Solid,82,Turquoise,2,Medium Dusty,7,Turquoise,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Suede ankle boots with a concealed zip in one side and covered block heels. Satin linings, twill insoles and rubber soles. Heel 5.5 cm.",images/078/0789734002.jpg,0.07966667,0.48924788
0872284002,0872284,SC D2 - BEECROFT bikini btm,59,Swimwear bottom,Swimwear,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,2080,Studio Collection,A,Ladieswear,1,Ladieswear,82,Special Collections,1001,Unknown,"Studio Collection. Fully lined, patterned bikini bottoms with a low waist, medium coverage at the back and zigzag seams around the edges. The polyamide content of the bikini bottoms is recycled.",images/087/0872284002.jpg,0.01664820,0.63558114
0770764001,0770764,Alfred waterproof,87,Boots,Shoes,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,6561,Baby Shoes,G,Baby Sizes 50-98,4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Waterproof hi-tops in imitation leather with a padded edge and tongue, adjustable hook and loop fastening at the front and a loop at the back. Soft pile linings and insoles and patterned soles.",images/077/0770764001.jpg,0.03811864,0.24196981
0763358001,0763358,Uma cord dungaree,268,Dungarees,Garment Full body,1010016,Solid,52,Pink,1,Dusty Light,4,Pink,7617,Kids Girl Trouser,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1009,Trousers,"Dungarees in narrow-striped cotton corduroy with flounce-trimmed shoulder straps, a seam at the waist with wide elastication at the back, side pockets and tapered legs.",images/076/0763358001.jpg,0.02907627,0.24196981
0802730001,0802730,Albert slim checked blz,264,Blazer,Garment Upper body,1010004,Check,15,Greyish Beige,2,Medium Dusty,1,Mole,5131,Blazer,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Single-breasted jacket in a stretch weave with narrow notch lapels, a decorative buttonhole and two buttons at the front. Chest pocket, flap front pockets and two inner pockets, one with a button. Decorative buttons at the cuffs and a double back vent. Partly lined. Slim Fit that tapers at the chest and waist, which combined with slightly narrower sleeves creates a fitted silhouette.",images/080/0802730001.jpg,0.10845763,0.12098490
0708230008,0708230,LINNI TEE,255,T-shirt,Garment Upper body,1010008,Front print,52,Pink,2,Medium Dusty,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey with sewn-in turn-ups on the sleeves.,images/070/0708230008.jpg,0.01660180,0.78261646
0616131002,0616131,Spinach vest,261,Outdoor Waistcoat,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,6550,Baby Girl Outdoor,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1007,Outdoor,Padded gilet with a detachable hood and zip down the front. Lined.,images/061/0616131002.jpg,0.01961085,0.35879855
0803594004,0803594,Klint slipper,93,Slippers,Shoes,1010016,Solid,91,Light Green,3,Light,19,Green,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Lightweight slides with moulded insoles, an adjustable foot strap with a plastic buckle, and fluted soles.",images/080/0803594004.jpg,0.01240351,0.63962288
0620216038,0620216,MALAGA legging,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,06,Light Grey,1,Dusty Light,12,Grey,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Leggings in soft organic cotton jersey with an elasticated waist.,images/062/0620216038.jpg,0.00787484,0.36295471
0386681018,0386681,Mini cross bag,66,Bag,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Small bag with a narrow shoulder strap and a zip at the top. Lined. Size 16x22 cm.,images/038/0386681018.jpg,0.00863000,0.60170560
